Sound	*Index	Redirect	Channel	FileName	IsLocal	IsMusic	IsAmbientScene	IsAmbientEvent	IsUI	Volume Min	Volume Max	Pitch Min	Pitch Max	Group Size	Group Weight	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Falloff	LFEMix	3dSpread	Priority	Stream	Is2D	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3	HDOptOut	Delay	4841
nihlathak_act5_gossip_5	4544	nihlathak_act5_gossip_5_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_05.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_gossip_6	4545	nihlathak_act5_gossip_6_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_06.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_gossip_7	4546	nihlathak_act5_gossip_7_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_07.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_gossip_nec	4547	nihlathak_act5_gossip_nec_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_gossip_ass.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_gossip_ass	4548	nihlathak_act5_gossip_ass_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_gossip_nec.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_intro	4549	nihlathak_act5_intro_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_intro.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_intro_ass	4550	nihlathak_act5_intro_ass_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_intro_ass.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_intro_nec	4551	nihlathak_act5_intro_nec_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_intro_nec.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_q1_early	4552	nihlathak_act5_q1_early_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_q1_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_q1_after	4553	nihlathak_act5_q1_after_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_q1_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_q1_success	4554	nihlathak_act5_q1_success_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_q1_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_q2_early	4555	nihlathak_act5_q2_early_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_q2_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_q2_after	4556	nihlathak_act5_q2_after_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_q2_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_q2_success	4557	nihlathak_act5_q2_success_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_q2_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_q3_early	4558	nihlathak_act5_q3_early_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_q3_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_act5_q3_after	4559	nihlathak_act5_q3_after_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_act5_q3_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
nihlathak_hurryup	4560	nihlathak_hurryup_hd	vo/eax/dialog_sd	Act5\Nihlathak\nih_bequickaboutit.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
qualkehk_greeting_1	4561	qualkehk_greeting_hd1	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_canihelpyou.flac	1	0	0	0	0	210	210	100	100	2	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
qualkehk_greeting_2	4562		vo/eax/dialog_sd	Act5\Qual-Kehk\qua_quicklytraveler.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
qualkehk_greeting_inactive_1	4563	qualkehk_greeting_inactive_hd1	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_whatisit.flac	1	0	0	0	0	210	210	100	100	3	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
qualkehk_greeting_inactive_2	4564		vo/eax/dialog_sd	Act5\Qual-Kehk\qua_yeswarrior.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
qualkehk_greeting_inactive_3	4565		vo/eax/dialog_sd	Act5\Qual-Kehk\qua_yes.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
qualkehk_greeting_return	4566	qualkehk_greeting_return_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_canihelpyou.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
qualkehk_greeting_time_1	4567	qualkehk_greeting_time_1_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_morning.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
qualkehk_greeting_time_2	4568	qualkehk_greeting_time_2_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_afternoon.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
qualkehk_greeting_time_3	4569	qualkehk_greeting_time_3_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_evening.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
qualkehk_act5_gossip_1	4570	qualkehk_act5_gossip_1_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_01.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_gossip_2	4571	qualkehk_act5_gossip_2_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_02.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_gossip_3	4572	qualkehk_act5_gossip_3_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_03.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_gossip_4	4573	qualkehk_act5_gossip_4_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_04.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_gossip_5	4574	qualkehk_act5_gossip_5_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_05.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_gossip_6	4575	qualkehk_act5_gossip_6_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_06.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_gossip_7	4576	qualkehk_act5_gossip_7_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_07.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_gossip_dru	4577	qualkehk_act5_gossip_dru_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_gossip_dru.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_gossip_pal	4578	qualkehk_act5_gossip_pal_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_gossip_pal.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_intro	4579	qualkehk_act5_intro_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_intro.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_intro_dru	4580	qualkehk_act5_intro_dru_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_intro_dru.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_intro_pal	4581	qualkehk_act5_intro_pal_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_intro_pal.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q1_early	4582	qualkehk_act5_q1_early_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q1_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q1_after	4583	qualkehk_act5_q1_after_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q1_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q1_success	4584	qualkehk_act5_q1_success_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q1_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q2_init	4585	qualkehk_act5_q2_init_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q2_init.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q2_early	4586	qualkehk_act5_q2_early_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q2_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q2_after	4587	qualkehk_act5_q2_after_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q2_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q2_nthman	4588	qualkehk_act5_q2_nthman_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q2_nthman.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q2_success	4589	qualkehk_act5_q2_success_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q2_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q3_early	4590	qualkehk_act5_q3_early_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q3_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q3_after	4591	qualkehk_act5_q3_after_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q3_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q3_found	4592	qualkehk_act5_q3_found_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q3_found.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q3_success	4593	qualkehk_act5_q3_success_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q3_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q4_early	4594	qualkehk_act5_q4_early_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q4_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q4_after	4595	qualkehk_act5_q4_after_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q4_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q4_success	4596	qualkehk_act5_q4_success_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q4_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q5_init	4597	qualkehk_act5_q5_init_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q5_init.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q5_early	4598	qualkehk_act5_q5_early_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q5_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q5_after	4599	qualkehk_act5_q5_after_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q5_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q5_success	4600	qualkehk_act5_q5_success_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q5_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q6_early 	4601	qualkehk_act5_q6_early _hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q6_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
qualkehk_act5_q6_success	4602	qualkehk_act5_q6_success_hd	vo/eax/dialog_sd	Act5\Qual-Kehk\qua_act5_q6_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
wussie_cheer_1	4603	wussie_cheer_hd1	vo/eax/dialog_sd	act5\soldier\sol_cheer1.flac	1	0	0	0	0	210	210	100	100	4	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
wussie_cheer_2	4604		vo/eax/dialog_sd	act5\soldier\sol_cheer2.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
wussie_cheer_3	4605		vo/eax/dialog_sd	act5\soldier\sol_cheer3.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
wussie_cheer_4	4606		vo/eax/dialog_sd	act5\soldier\sol_cheer4.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
wussie_help_me	4607	wussie_hdhelp_me	vo/eax/dialog_sd	act5\soldier\sol_helpus.flac	1	0	0	0	0	210	210	100	100	4	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
wussie_help_me2	4608		vo/eax/dialog_sd	act5\soldier\sol_letusout.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
wussie_let_us_out_2	4609		vo/eax/dialog_sd	act5\soldier\sol_letusout_alt.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
wussie_over_here	4610		vo/eax/dialog_sd	act5\soldier\sol_overhere.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
tyrael_act5_q6_success	4611	tyrael_act5_q6_success_hd	vo/eax/dialog_sd	act5\tyreal\tyr_act5_q6_successful.flac	1	0	0	0	0	113	113	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
hireable_fem_cant_use_that_ever	4612	hireable_fem_cant_use_that_ever_hd	vo/eax/dialog_sd	common\hireables\female_icantusethat.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hireable_fem_cant_use_that_yet	4613	hireable_fem_cant_use_that_yet_hd	vo/eax/dialog_sd	common\hireables\female_icantusethatyet.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hireable_female_i_will_use_that	4614	hireable_female_i_will_use_that_hd	vo/eax/dialog_sd	common\hireables\female_illputthattogooduse.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hireable_female_thank_you	4615	hireable_female_thank_you_hd	vo/eax/dialog_sd	common\hireables\female_thankyou.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hire_male_cant_use_that_ever_1	4616	hire_male_cant_use_that_ever_1_hd	vo/eax/dialog_sd	common\hireables\male_icantusethat1.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hire_male_cant_use_that_ever_2	4617	hire_male_cant_use_that_ever_2_hd	vo/eax/dialog_sd	common\hireables\male_icantusethat2.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hire_male_cant_use_that_ever_3	4618	hire_male_cant_use_that_ever_3_hd	vo/eax/dialog_sd	common\hireables\male_icantusethat3.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hire_male_cant_use_that_yet_1	4619	hire_male_cant_use_that_yet_1_hd	vo/eax/dialog_sd	common\hireables\male_icantusethatyet1.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hire_male_cant_use_that_yet_2	4620	hire_male_cant_use_that_yet_2_hd	vo/eax/dialog_sd	common\hireables\male_icantusethatyet2.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hire_male_cant_use_that_yet_3	4621	hire_male_cant_use_that_yet_3_hd	vo/eax/dialog_sd	common\hireables\male_icantusethatyet3.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hireable_male_i_will_use_that_1	4622	hireable_male_i_will_use_that_1_hd	vo/eax/dialog_sd	common\hireables\male_illputthattogooduse1.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hireable_male_i_will_use_that_2	4623	hireable_male_i_will_use_that_2_hd	vo/eax/dialog_sd	common\hireables\male_illputthattogooduse2.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hireable_male_i_will_use_that_3	4624	hireable_male_i_will_use_that_3_hd	vo/eax/dialog_sd	common\hireables\male_illputthattogooduse3.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hireable_male_thanks_1	4625	hireable_male_thanks_1_hd	vo/eax/dialog_sd	common\hireables\male_thanks1.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hireable_male_thanks_2	4626	hireable_male_thanks_2_hd	vo/eax/dialog_sd	common\hireables\male_thankyou1.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hireable_male_thanks_3	4627	hireable_male_thanks_3_hd	vo/eax/dialog_sd	common\hireables\male_thankyou2.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
hireable_male_thanks_4	4628	hireable_male_thanks_4_hd	vo/eax/dialog_sd	common\hireables\male_thankyou3.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
monster_andariel_taunt_1	4629	monster_andariel_taunt_hd1	vo/eax/boss-dialog_sd	act1\monster\andarieltaunt1.flac	1	0	0	0	0	255	255	100	100	2	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_andariel_taunt_2	4630		vo/eax/boss-dialog_sd	act1\monster\andarieltaunt2.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_baal_taunt_1	4631	monster_baal_taunt_hd1	vo/eax/boss-dialog_sd	act5\monster\baallaugh1.flac	1	0	0	0	0	255	255	100	100	2	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_baal_taunt_2	4632		vo/eax/boss-dialog_sd	act5\monster\baallaugh2.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_baal_taunt_3	4633		vo/eax/boss-dialog_sd	act5\monster\baaltaunt.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_bloodraven_taunt_1	4634	monster_bloodraven_taunt_hd1	vo/eax/boss-dialog_sd	act1\monster\bloodraventaunt1.flac	1	0	0	0	0	201	201	100	100	2	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_bloodraven_taunt_2	4635		vo/eax/boss-dialog_sd	act1\monster\bloodraventaunt2.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_countess_taunt_1	4636	monster_countess_taunt_hd1	vo/eax/boss-dialog_sd	act1\monster\countesstaunt1.flac	1	0	0	0	0	255	255	100	100	2	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_countess_taunt_2	4637		vo/eax/boss-dialog_sd	act1\monster\countesstaunt2.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_diablo_taunt_1	4638	monster_diablo_taunt_1_hd	vo/eax/boss-dialog_sd	act4\diablo\diablotaunt1.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_diablo_taunt_2	4639	monster_diablo_taunt_2_hd	vo/eax/boss-dialog_sd	act4\diablo\diablotaunt2.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_diablo_taunt_ex	4640	monster_diablo_taunt_ex_hd	vo/eax/boss-dialog_sd	common\diablo01.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	0	1	0	-1	-1	-1	0	0	
monster_duriel_taunt_1	4641	monster_duriel_taunt_1_hd	vo/eax/boss-dialog_sd	act2\monster\durieltaunt1.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_duriel_taunt_2	4642	monster_duriel_taunt_2_hd	vo/eax/boss-dialog_sd	none.flac	1	0	0	0	0	0	0	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_izual_taunt_1	4643	monster_izual_taunt_1_hd	vo/eax/boss-dialog_sd	act4\izual\izualtaunt1.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
monster_izual_taunt_2	4644	monster_izual_taunt_2_hd	vo/eax/boss-dialog_sd	act4\izual\izualtaunt2.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	15	0	255	1	0	1	1	0	-1	-1	-1	0	0	
