id	old	new
463	"你見過娜塔亞了嗎？她顯然是庫爾哈茲克的成員，那是一個延續了好幾個世紀的秘密組織...似乎和赫拉迪姆一樣久遠。

她在這裡出現讓我相當不安。根據傳統，這些人都發誓要獵殺背叛他們組織的法師。

我好奇她在這裡做什麼？"	"你見過娜塔亞了嗎？她顯然是庫爾哈茲克的成員，那是一個延續了好幾個世紀的秘密組織…似乎和赫拉迪姆一樣久遠。

她在這裡出現讓我相當不安。根據傳統，這些人都發誓要獵殺背叛他們組織的法師。

我好奇她在這裡做什麼？"
465	"旅人，歡迎來到庫拉斯特。現在很少人自願來這座古代城市了。我希望你帶著智慧過來，因為這裡最缺的就是理智。

我叫赫拉鐵力，專精於金屬製品的法師。能幫助你是我的榮幸...畢竟有好一段時間沒什麼客人了。
 
如你所見，墨菲斯托的勢力殘忍屠殺著這裡的人民。溝渠流著鮮血，惡魔到處肆虐。

庫拉斯特大部分的區域已經成了悽慘的叢林地獄。唯一安全的地方只有港口這一帶而已，魔法結界擋住了叢林裡的邪惡東西...但我不知道它還能撐多久。

更糟糕的是，撒卡蘭姆之子和墨菲斯托的勢力聯手了！撒卡蘭姆把人手都集中在神殿之城崔凡克那裡，它位於庫拉斯特深處的叢林中。

他們的狂熱...確實無與倫比，但我認為這些「聖光戰士」，就只是被幕後黑手操控的扭曲傀儡而已。"	"旅人，歡迎來到庫拉斯特。現在很少人自願來這座古代城市了。我希望你帶著智慧過來，因為這裡最缺的就是理智。

我叫赫拉鐵力，專精於金屬製品的法師。能幫助你是我的榮幸…畢竟有好一段時間沒什麼客人了。
 
如你所見，墨菲斯托的勢力殘忍屠殺著這裡的人民。溝渠流著鮮血，惡魔到處肆虐。

庫拉斯特大部分的區域已經成了悽慘的叢林地獄。唯一安全的地方只有港口這一帶而已，魔法結界擋住了叢林裡的邪惡東西…但我不知道它還能撐多久。

更糟糕的是，撒卡蘭姆之子和墨菲斯托的勢力聯手了！撒卡蘭姆把人手都集中在神殿之城崔凡克那裡，它位於庫拉斯特深處的叢林中。

他們的狂熱…確實無與倫比，但我認為這些「聖光戰士」，就只是被幕後黑手操控的扭曲傀儡而已。"
466	"年輕的法師，歡迎來到庫拉斯特。現在很少人自願來這座古代城市了。我希望你帶著智慧過來，因為這裡最缺的就是理智。

我叫赫拉鐵力，專精於金屬製品的法師。能幫助你是我的榮幸...畢竟有好一段時間沒什麼客人了。
 
儘管我的魔法只能用來打造附魔武器，但我想你的魔法可以為這股恐怖的邪惡勢力畫下句點。願史卡辛的靈魂眷顧和保護你。

如你所見，墨菲斯托的勢力殘忍屠殺著這裡的人民。溝渠流著鮮血，惡魔到處肆虐。

庫拉斯特大部分的區域已經成了悽慘的叢林地獄。唯一安全的地方只有港口這一帶而已，魔法結界擋住了叢林裡的邪惡東西...但我不知道它還能撐多久。

更糟糕的是，撒卡蘭姆之子和墨菲斯托的勢力聯手了！撒卡蘭姆把人手都集中在神殿之城崔凡克那裡，它位於庫拉斯特深處的叢林中。

他們的狂熱...確實無與倫比，但我認為這些「聖光戰士」，就只是被幕後黑手操控的扭曲傀儡而已。"	"年輕的法師，歡迎來到庫拉斯特。現在很少人自願來這座古代城市了。我希望你帶著智慧過來，因為這裡最缺的就是理智。

我叫赫拉鐵力，專精於金屬製品的法師。能幫助你是我的榮幸…畢竟有好一段時間沒什麼客人了。
 
儘管我的魔法只能用來打造附魔武器，但我想你的魔法可以為這股恐怖的邪惡勢力畫下句點。願史卡辛的靈魂眷顧和保護你。

如你所見，墨菲斯托的勢力殘忍屠殺著這裡的人民。溝渠流著鮮血，惡魔到處肆虐。

庫拉斯特大部分的區域已經成了悽慘的叢林地獄。唯一安全的地方只有港口這一帶而已，魔法結界擋住了叢林裡的邪惡東西…但我不知道它還能撐多久。

更糟糕的是，撒卡蘭姆之子和墨菲斯托的勢力聯手了！撒卡蘭姆把人手都集中在神殿之城崔凡克那裡，它位於庫拉斯特深處的叢林中。

他們的狂熱…確實無與倫比，但我認為這些「聖光戰士」，就只是被幕後黑手操控的扭曲傀儡而已。"
468	神殿之城裡有一座高塔，是很久以前由赫拉迪姆建造來囚禁...呃，你很快就會知道更多了！	神殿之城裡有一座高塔，是很久以前由赫拉迪姆建造來囚禁…呃，你很快就會知道更多了！
481	我一路上不應該自吹自擂說著庫拉斯特的事情，天啊...我離開之後這裡變了好多。	我一路上不應該自吹自擂說著庫拉斯特的事情，天啊…我離開之後這裡變了好多。
490	"嗨，你好。你一定是相當厲害的冒險者，才有辦法前來此地。

我是艾席拉，我率領由法師組成的鐵狼傭兵團，在叢林裡面獵殺惡魔好幾個月了，可是不管怎麼殺，數量似乎絲毫不減。看來這整個地方已經被邪惡生物佔據了！

大家說，你是來幫忙的。如果真是如此，那你可以雇用我的手下。

但千萬小心...如果惹火他們，他們比叢林裡面的怪物還難纏。"	"嗨，你好。你一定是相當厲害的冒險者，才有辦法前來此地。

我是艾席拉，我率領由法師組成的鐵狼傭兵團，在叢林裡面獵殺惡魔好幾個月了，可是不管怎麼殺，數量似乎絲毫不減。看來這整個地方已經被邪惡生物佔據了！

大家說，你是來幫忙的。如果真是如此，那你可以雇用我的手下。

但千萬小心…如果惹火他們，他們比叢林裡面的怪物還難纏。"
491	"嗨，你好，你一定是亞馬遜人。我聽說你們是...卓越的流浪戰士。

我是艾席拉，我率領由法師組成的鐵狼傭兵團，在叢林裡面獵殺惡魔好幾個月了，可是不管怎麼殺，數量似乎絲毫不減。看來這整個地方已經被邪惡生物佔據了！

大家說，你是來幫忙的。如果真是如此，那你可以雇用我的手下。

但千萬小心...如果惹火他們，他們比叢林裡面的怪物還難纏。"	"嗨，你好，你一定是亞馬遜人。我聽說你們是…卓越的流浪戰士。

我是艾席拉，我率領由法師組成的鐵狼傭兵團，在叢林裡面獵殺惡魔好幾個月了，可是不管怎麼殺，數量似乎絲毫不減。看來這整個地方已經被邪惡生物佔據了！

大家說，你是來幫忙的。如果真是如此，那你可以雇用我的手下。

但千萬小心…如果惹火他們，他們比叢林裡面的怪物還難纏。"
501	"走開，你們可以別來打擾嗎？我...

噢，你是新來的，對嗎？

我是鍊金師艾柯。我有藥水和膏藥，有需要的話可以賣你一些。

可是不要沒事就跑來這邊，我很討厭在研究時受到干擾！"	"走開，你們可以別來打擾嗎？我…

噢，你是新來的，對嗎？

我是鍊金師艾柯。我有藥水和膏藥，有需要的話可以賣你一些。

可是不要沒事就跑來這邊，我很討厭在研究時受到干擾！"
502	"走開，你們可以別來打擾嗎？我...

噢，你是死靈法師，對不對？我聽說你們會使用效果強大的藥水或類似的東西來喚醒死人和控制靈魂。有機會的話，我很想跟你聊聊你用的是哪些材料。

我是鍊金師艾柯。我有藥水和膏藥，有需要的話我可以賣你一些。

...沒事的話隨時可以來找我。"	"走開，你們可以別來打擾嗎？我…

噢，你是死靈法師，對不對？我聽說你們會使用效果強大的藥水或類似的東西來喚醒死人和控制靈魂。有機會的話，我很想跟你聊聊你用的是哪些材料。

我是鍊金師艾柯。我有藥水和膏藥，有需要的話我可以賣你一些。

…沒事的話隨時可以來找我。"
514	"你現在在和奧瑪斯說話。

他曾經是偉大的法師，如今卻活得像是沉船上的老鼠。你有問題想問奧瑪斯，同時懷疑自己。奧瑪斯在你身上看到奇異的分歧...就像其他具備英雄資質的人一樣。

和他交談，他可能會以智慧回報。或是轉身尋求你自身的智慧之道。"	"你現在在和奧瑪斯說話。

他曾經是偉大的法師，如今卻活得像是沉船上的老鼠。你有問題想問奧瑪斯，同時懷疑自己。奧瑪斯在你身上看到奇異的分歧…就像其他具備英雄資質的人一樣。

和他交談，他可能會以智慧回報。或是轉身尋求你自身的智慧之道。"
515	"聖騎士，你現在在和奧瑪斯說話。

他曾經是偉大的法師，如今卻活得像是沉船上的老鼠。你有問題想問奧瑪斯，同時懷疑自己。奧瑪斯在你身上看到奇異的分歧...就像其他具備英雄資質的人一樣。

和他交談，他可能會以智慧回報。或是轉身尋求你自身的智慧之道。"	"聖騎士，你現在在和奧瑪斯說話。

他曾經是偉大的法師，如今卻活得像是沉船上的老鼠。你有問題想問奧瑪斯，同時懷疑自己。奧瑪斯在你身上看到奇異的分歧…就像其他具備英雄資質的人一樣。

和他交談，他可能會以智慧回報。或是轉身尋求你自身的智慧之道。"
525	迪卡‧凱恩...奧瑪斯沒空理會赫拉迪姆的最後傳人。那個神聖組織因為驕傲而覆滅。	迪卡‧凱恩…奧瑪斯沒空理會赫拉迪姆的最後傳人。那個神聖組織因為驕傲而覆滅。
533	這尊雕像還真漂亮...不過，保存狀況似乎不太好。裡面有個小隔間塞滿了灰。	這尊雕像還真漂亮…不過，保存狀況似乎不太好。裡面有個小隔間塞滿了灰。
545	"啊...克林姆的眼球！只有它才能看清通往墨菲斯托的真正道路。

把它和克林姆的其他遺物放在赫拉迪姆方塊裡。心臟、大腦，還有他的連枷。"	"啊…克林姆的眼球！只有它才能看清通往墨菲斯托的真正道路。

把它和克林姆的其他遺物放在赫拉迪姆方塊裡。心臟、大腦，還有他的連枷。"
564	"你找到了！這本書應該能讓我們更加瞭解三大罪惡之源真實的面貌...

啊，但是對你來說..."	"你找到了！這本書應該能讓我們更加瞭解三大罪惡之源真實的面貌…

啊，但是對你來說…"
593	"我用不到這個魔法戒指。

來...驕傲地戴上它吧！"	"我用不到這個魔法戒指。

來…驕傲地戴上它吧！"
619	我為你的決心致上敬意。你為了榮譽奮戰到底，但成功的機會微乎其微...	我為你的決心致上敬意。你為了榮譽奮戰到底，但成功的機會微乎其微…
620	我為你的決心致上敬意。你為了榮譽奮戰到底，但成功的機會微乎其微...	我為你的決心致上敬意。你為了榮譽奮戰到底，但成功的機會微乎其微…
635	"我派一些手下深入叢林，前往神殿之城附近進行偵查...結果遭到兩個披著斗蓬的人以恐怖的力量攻擊。

只有幾個人勉強逃回來，我認為這兩個陌生人就是迪亞布羅和巴爾。

你最好快點，他們快要找到他們的兄長了。"	"我派一些手下深入叢林，前往神殿之城附近進行偵查…結果遭到兩個披著斗蓬的人以恐怖的力量攻擊。

只有幾個人勉強逃回來，我認為這兩個陌生人就是迪亞布羅和巴爾。

你最好快點，他們快要找到他們的兄長了。"
659	啊...現在庫拉斯特終於可以重建過去的榮耀了...我十分感激。	啊…現在庫拉斯特終於可以重建過去的榮耀了…我十分感激。
664	"英雄，真高興能再見到你。

打敗墨菲斯托是聖光的一大勝利！我知道你最後一定能來到這裡，混沌界要塞是天堂設立於烈焰地獄大門前的最後一道防線。

成千上萬個聖光勇士的鮮血灑在這裡，其中有許多像你這樣的凡人。如今，對抗罪惡之源的最後一戰近在眼前...接下來只能靠你自己了。

我受到限制，禁止直接協助你，但是我可以傳授你一些知識。這一戰的勝利必將屬於你...還有全人類。

願聖光保佑你，願天堂的光輝為你照耀前方道路..."	"英雄，真高興能再見到你。

打敗墨菲斯托是聖光的一大勝利！我知道你最後一定能來到這裡，混沌界要塞是天堂設立於烈焰地獄大門前的最後一道防線。

成千上萬個聖光勇士的鮮血灑在這裡，其中有許多像你這樣的凡人。如今，對抗罪惡之源的最後一戰近在眼前…接下來只能靠你自己了。

我受到限制，禁止直接協助你，但是我可以傳授你一些知識。這一戰的勝利必將屬於你…還有全人類。

願聖光保佑你，願天堂的光輝為你照耀前方道路…"
666	"你能相信這個地方真的存在嗎？你有想過有一天會站在天堂和地獄的交叉口嗎？這個混沌界要塞可真是不得了的奇蹟。
 
不過，你的旅程還沒有結束。迪亞布羅仍然在地獄裡集結他的惡魔大軍。只有打倒他，我們的世界才能恢復平靜。

快點行動...時間之沙不會為任何人停止流逝！"	"你能相信這個地方真的存在嗎？你有想過有一天會站在天堂和地獄的交叉口嗎？這個混沌界要塞可真是不得了的奇蹟。
 
不過，你的旅程還沒有結束。迪亞布羅仍然在地獄裡集結他的惡魔大軍。只有打倒他，我們的世界才能恢復平靜。

快點行動…時間之沙不會為任何人停止流逝！"
672	"泰瑞爾要求你對抗墮落天使伊卒爾？他一定對你的能力很有信心！

我相信你明白該怎麼做...但是要小心，你是我們最後的希望。"	"泰瑞爾要求你對抗墮落天使伊卒爾？他一定對你的能力很有信心！

我相信你明白該怎麼做…但是要小心，你是我們最後的希望。"
673	"人類英雄，切勿拖延！伊卒爾尚未安息，迪亞布羅也還潛伏在這裡！

快...展開行動！"	"人類英雄，切勿拖延！伊卒爾尚未安息，迪亞布羅也還潛伏在這裡！

快…展開行動！"
675	"泰瑞爾居然笨到信任我！

沒錯，把靈魂石和腐化它的方法告訴迪亞布羅三兄弟的，是我。幫助三大罪惡之源策畫如何放逐到你們世界的，也是我。

我們布置多年的這個計畫，渺小的人類是無法阻止的。地獄早已做好準備，我們會像鮮血和夢魘般的潮水，湧入你們的世界。

人類...會全數滅亡。"	"泰瑞爾居然笨到信任我！

沒錯，把靈魂石和腐化它的方法告訴迪亞布羅三兄弟的，是我。幫助三大罪惡之源策畫如何放逐到你們世界的，也是我。

我們布置多年的這個計畫，渺小的人類是無法阻止的。地獄早已做好準備，我們會像鮮血和夢魘般的潮水，湧入你們的世界。

人類…會全數滅亡。"
676	"英雄，感謝你，伊卒爾的靈魂終於能夠安息。願聖光保佑你，願天堂的光輝為你照耀前方道路。

如果你所言屬實，那麼我們恐怕一直都被玩弄於股掌之間。

伊卒爾協助迪亞布羅他們，騙我使用靈魂石來對抗他們...如今靈魂之石的力量遭受汙染。

罪惡之源控制靈魂石以後，結合自身與靈魂之石的力量，就可以把人類世界永遠變成地獄的前哨基地！"	"英雄，感謝你，伊卒爾的靈魂終於能夠安息。願聖光保佑你，願天堂的光輝為你照耀前方道路。

如果你所言屬實，那麼我們恐怕一直都被玩弄於股掌之間。

伊卒爾協助迪亞布羅他們，騙我使用靈魂石來對抗他們…如今靈魂之石的力量遭受汙染。

罪惡之源控制靈魂石以後，結合自身與靈魂之石的力量，就可以把人類世界永遠變成地獄的前哨基地！"
1113	啊，修道院...如今是安達莉爾的城塞！	啊，修道院…如今是安達莉爾的城塞！
1116	有毒氣的臭味...	有毒氣的臭味…
1136	俠盜...暫時安全了。	俠盜…暫時安全了。
1144	血鴉...安息吧。	血鴉…安息吧。
1145	這顆樹看起來真奇怪...	這顆樹看起來真奇怪…
1150	這些石柱有某種魔法的用途...	這些石柱有某種魔法的用途…
1170	噢...塔中的寶物...等著我來拿！	噢…塔中的寶物…等著我來拿！
1174	追尋寶藏...哼。找到寶藏...那還差不多。	追尋寶藏…哼。找到寶藏…那還差不多。
1233	迪亞布羅和巴爾從我的手中逃掉了！下一次...就是復仇！	迪亞布羅和巴爾從我的手中逃掉了！下一次…就是復仇！
1234	我來得太遲了。現在...世界將再次面臨毀滅之王的威脅。	我來得太遲了。現在…世界將再次面臨毀滅之王的威脅。
1267	嗯...好奇怪的小雕像。	嗯…好奇怪的小雕像。
1286	嗯...成功了！不過事情還是不太對勁。	嗯…成功了！不過事情還是不太對勁。
20007	"在赫拉迪姆兄弟會的時候，我們時常辯論亞瑞特山的本質。

我們知道野蠻人部族熱中於守護這座山，把這當做他們的神聖職責。不過也有很多人認為這股狂熱只是單純的迷信...這也包含了他們天生對外來者的敵意。

那些登上亞瑞特山的赫拉迪姆成員，從此失去音訊...不過，我還是不相信他們是死在野蠻人手裡。"	"在赫拉迪姆兄弟會的時候，我們時常辯論亞瑞特山的本質。

我們知道野蠻人部族熱中於守護這座山，把這當做他們的神聖職責。不過也有很多人認為這股狂熱只是單純的迷信…這也包含了他們天生對外來者的敵意。

那些登上亞瑞特山的赫拉迪姆成員，從此失去音訊…不過，我還是不相信他們是死在野蠻人手裡。"
20010	"哈洛加斯的長老議會已經不在了，但還是有許多能力非凡的年輕領導者能取代他們。

安亞絕對有足夠的勇氣和智慧來領導所有人...如果他們能活過這場大災難的話。"	"哈洛加斯的長老議會已經不在了，但還是有許多能力非凡的年輕領導者能取代他們。

安亞絕對有足夠的勇氣和智慧來領導所有人…如果他們能活過這場大災難的話。"
20011	"啊，安亞。她真是女性力量的典範...

她讓我想起年輕時認識的撒卡蘭姆女祭司。你知道的，她們沒有守貞的誓言。"	"啊，安亞。她真是女性力量的典範…

她讓我想起年輕時認識的撒卡蘭姆女祭司。你知道的，她們沒有守貞的誓言。"
20018	"在我小時候，長老們告訴過我們這座山與其力量的故事...以及野蠻人為什麼會成為這座山的守護者。

巴爾不只是奪走我們的土地。當他一步步地登上這座山時，他也一步步地奪走我們的使命。"	"在我小時候，長老們告訴過我們這座山與其力量的故事…以及野蠻人為什麼會成為這座山的守護者。

巴爾不只是奪走我們的土地。當他一步步地登上這座山時，他也一步步地奪走我們的使命。"
20019	"我真的很慶幸你在這裡，戰士。如果我們早點向鄰國求助，事情可能就完全不一樣了。

這就是我們愚蠢、高傲的後果..."	"我真的很慶幸你在這裡，戰士。如果我們早點向鄰國求助，事情可能就完全不一樣了。

這就是我們愚蠢、高傲的後果…"
20022	"如果拉蘇克在唱歌跳舞上有打鐵的一半強，他一定老早就結婚了。

...你看看他那對肩膀就知道了。"	"如果拉蘇克在唱歌跳舞上有打鐵的一半強，他一定老早就結婚了。

…你看看他那對肩膀就知道了。"
20027	"聽說亞馬遜人擅長從遠距離打倒敵人。就我所知，想對付來自地獄的爪牙，這是最好的方法。

你們的族人都這麼...高大嗎？"	"聽說亞馬遜人擅長從遠距離打倒敵人。就我所知，想對付來自地獄的爪牙，這是最好的方法。

你們的族人都這麼…高大嗎？"
20036	只是想告訴你...你付給我的錢並沒有讓我荷包滿滿。大部份的錢都拿去購買熔製武器和防具所需的原料。剩下來的錢...我全都用來跟瑪拉和夸爾凱克購買其他的補給物資。	只是想告訴你…你付給我的錢並沒有讓我荷包滿滿。大部份的錢都拿去購買熔製武器和防具所需的原料。剩下來的錢…我全都用來跟瑪拉和夸爾凱克購買其他的補給物資。
20038	"魔法使...來到哈洛加斯？

我曾經以為我會踏上跟你一樣的道路，可惜我的天賦只足以學會最基礎的法術。只要給我足夠的時間跟能量，我就能治癒任何傷口。至於對抗巴爾，我就幫不上什麼忙了。

真是抱歉，我一聊起往事就會沒完沒了，忘了應有的禮節。

我是瑪拉，歡迎來到位於亞瑞特山的哈洛加斯，守護世間秩序的最後堡壘。要是你想打倒毀滅之王巴爾，那你來對地方了。

巴爾摧殘了我們的山區和居民。他的爪牙持續攻擊我們的城鎮，而夸爾凱克跟他的手下已經沒有足夠的能力阻止他們。巴爾仍然在外面的山區尋找某樣東西，可惜我不知道是什麼。

除了尼拉塞克之外的長老，都為了在哈洛加斯周圍設立保護結界而犧牲生命。

我們有些人並不歡迎你，尤其是尼拉塞克。我們是驕傲的民族，要我們接受外來的援助並不容易。不過，我還是很高興你能夠來到這裡。

如果你需要治療或是藥水，請來找我。拉蘇克可以提供武器、防具和維修服務。如果你能無視尼拉塞克的態度，他或許能提供其他的幫助。最後，夸爾凱克是我們的重裝戰士，負責率領哈洛加斯殘存部隊對抗巴爾。"	"魔法使…來到哈洛加斯？

我曾經以為我會踏上跟你一樣的道路，可惜我的天賦只足以學會最基礎的法術。只要給我足夠的時間跟能量，我就能治癒任何傷口。至於對抗巴爾，我就幫不上什麼忙了。

真是抱歉，我一聊起往事就會沒完沒了，忘了應有的禮節。

我是瑪拉，歡迎來到位於亞瑞特山的哈洛加斯，守護世間秩序的最後堡壘。要是你想打倒毀滅之王巴爾，那你來對地方了。

巴爾摧殘了我們的山區和居民。他的爪牙持續攻擊我們的城鎮，而夸爾凱克跟他的手下已經沒有足夠的能力阻止他們。巴爾仍然在外面的山區尋找某樣東西，可惜我不知道是什麼。

除了尼拉塞克之外的長老，都為了在哈洛加斯周圍設立保護結界而犧牲生命。

我們有些人並不歡迎你，尤其是尼拉塞克。我們是驕傲的民族，要我們接受外來的援助並不容易。不過，我還是很高興你能夠來到這裡。

如果你需要治療或是藥水，請來找我。拉蘇克可以提供武器、防具和維修服務。如果你能無視尼拉塞克的態度，他或許能提供其他的幫助。最後，夸爾凱克是我們的重裝戰士，負責率領哈洛加斯殘存部隊對抗巴爾。"
20039	"你經過漫長的旅途，到頭來還是回到了家鄉跟我們相聚。你離開之後，哈洛加斯發生很多事情。現在這裡邪惡橫行，跟以前完全不一樣了。

不過，我還是一路撐到現在。我相信這些痛苦，你一定感同身受。能再見到你...活得好好的...讓我放心不少。我祈禱你能夠讓我們脫離這個地獄般的光景。

巴爾摧殘了我們的山區跟居民。他的爪牙持續攻擊我們的城鎮，而夸爾凱克和他的手下已經沒有足夠的能力阻止他們。巴爾仍然在外面的山區尋找某樣東西，可惜我不知道是什麼。

尼拉塞克是長老議會的最後一位倖存者，可是我有點擔心，他最近已經不像以前那樣了。其他長老犧牲生命，在哈洛加斯附近設置了防護結界。如果尼拉塞克對你十分無禮，也只是因為他覺得他應該為現況負責的關係，他不想再派同胞出去送死。

你離開之後，這裡變化很大，絕望蔓延人心。

如果你需要治療或是藥水，請來找我。拉蘇克可以提供武器、防具和維修服務。如果你能無視尼拉塞克的態度，他或許能提供其他的幫助。最後，夸爾凱克是我們的重裝戰士，負責率領哈洛加斯殘存部隊對抗巴爾。"	"你經過漫長的旅途，到頭來還是回到了家鄉跟我們相聚。你離開之後，哈洛加斯發生很多事情。現在這裡邪惡橫行，跟以前完全不一樣了。

不過，我還是一路撐到現在。我相信這些痛苦，你一定感同身受。能再見到你…活得好好的…讓我放心不少。我祈禱你能夠讓我們脫離這個地獄般的光景。

巴爾摧殘了我們的山區跟居民。他的爪牙持續攻擊我們的城鎮，而夸爾凱克和他的手下已經沒有足夠的能力阻止他們。巴爾仍然在外面的山區尋找某樣東西，可惜我不知道是什麼。

尼拉塞克是長老議會的最後一位倖存者，可是我有點擔心，他最近已經不像以前那樣了。其他長老犧牲生命，在哈洛加斯附近設置了防護結界。如果尼拉塞克對你十分無禮，也只是因為他覺得他應該為現況負責的關係，他不想再派同胞出去送死。

你離開之後，這裡變化很大，絕望蔓延人心。

如果你需要治療或是藥水，請來找我。拉蘇克可以提供武器、防具和維修服務。如果你能無視尼拉塞克的態度，他或許能提供其他的幫助。最後，夸爾凱克是我們的重裝戰士，負責率領哈洛加斯殘存部隊對抗巴爾。"
20041	"我知道我的兒子班努克當時並不認同你的離開，他不瞭解讓你決定離開家園的那股冒險慾望。雖然班努克一直沒對我說，不過隨著年紀增長，我在他眼中看到跟你當時一樣的衝動。

唉...我當初應該鼓勵他跟你一塊走，這樣的話他現在可能還活著。"	"我知道我的兒子班努克當時並不認同你的離開，他不瞭解讓你決定離開家園的那股冒險慾望。雖然班努克一直沒對我說，不過隨著年紀增長，我在他眼中看到跟你當時一樣的衝動。

唉…我當初應該鼓勵他跟你一塊走，這樣的話他現在可能還活著。"
20045	"你應該聽說了，我的兒子死在巴爾爪牙手中，死狀十分悽慘。他是我最後一個活著的孩子...

身為治療者，我所發下的憐憫誓言僅限人類。

戰士，幹掉他們，一個不留！"	"你應該聽說了，我的兒子死在巴爾爪牙手中，死狀十分悽慘。他是我最後一個活著的孩子…

身為治療者，我所發下的憐憫誓言僅限人類。

戰士，幹掉他們，一個不留！"
20050	"我祈禱某一天會在戰場降下片片白雪，遮掩我們同胞灑落的鮮血。也許很快就能實現...也許永遠不會...

啊...我剛剛失神了。需要什麼協助嗎？"	"我祈禱某一天會在戰場降下片片白雪，遮掩我們同胞灑落的鮮血。也許很快就能實現…也許永遠不會…

啊…我剛剛失神了。需要什麼協助嗎？"
20053	"你看看...這次圍城，什麼都缺...就是不缺笨蛋。

陌生人，你來這裡做什麼？難道是想當隻禿鷹，掠奪陣亡戰士身上的東西？

再說，這裡沒有你揚名立萬的機會，這座聖山有我族保護，擊潰地獄軍團只是時間的問題。"	"你看看…這次圍城，什麼都缺…就是不缺笨蛋。

陌生人，你來這裡做什麼？難道是想當隻禿鷹，掠奪陣亡戰士身上的東西？

再說，這裡沒有你揚名立萬的機會，這座聖山有我族保護，擊潰地獄軍團只是時間的問題。"
20054	"你看看...是刺客啊！

嘿嘿...雖然我們很感激你在城鎮面臨危機的時刻出現，不過你其實白跑一趟了。

我告訴你，你的技能在這邊根本派不上用場，最好改去其他地方為你的組織效力。"	"你看看…是刺客啊！

嘿嘿…雖然我們很感激你在城鎮面臨危機的時刻出現，不過你其實白跑一趟了。

我告訴你，你的技能在這邊根本派不上用場，最好改去其他地方為你的組織效力。"
20056	"刺客，如果你來這裡是想看看有沒有什麼狡詐的魔法，去找拉蘇克。他是去年春季在城鎮中唯一逃過紅熱病的傢伙，他認為之所以如此好運是因為用餐前都會洗手。

哼哼哼...還真可疑..."	"刺客，如果你來這裡是想看看有沒有什麼狡詐的魔法，去找拉蘇克。他是去年春季在城鎮中唯一逃過紅熱病的傢伙，他認為之所以如此好運是因為用餐前都會洗手。

哼哼哼…還真可疑…"
20059	惡魔大軍的實力難以估算，更不用說我們還犯下愚蠢的錯誤。不過我可能找到挽救的方法了...	惡魔大軍的實力難以估算，更不用說我們還犯下愚蠢的錯誤。不過我可能找到挽救的方法了…
20060	"噢，對...我還記得，這些戰士小時候會找瑪拉幫忙接好骨頭，拿些藥粉治療熱病。可是現在他們去找她，是帶著永遠治不好的傷勢。

我覺得好累...讓我...靜一靜。"	"噢，對…我還記得，這些戰士小時候會找瑪拉幫忙接好骨頭，拿些藥粉治療熱病。可是現在他們去找她，是帶著永遠治不好的傷勢。

我覺得好累…讓我…靜一靜。"
20065	"我是夸爾凱克，哈洛加斯的資深重裝戰士。

你看來應該是個戰士...能多個戰力當然幫助不小。不過萬一你死了，別期望其他人會為你哀悼。

巴爾和他的名號一模一樣，就像一場無情瘟疫，蹂躪我們的家園。

我們的長老用生命設下結界，暫時擋住邪惡敵人，但是巴爾派軍包圍，我們傷亡慘重。

我的手下幾乎全數陣亡，其他人則是還被困在山裡面。

但是，我發誓我們還沒輸！我們會誓死保護這座聖山！"	"我是夸爾凱克，哈洛加斯的資深重裝戰士。

你看來應該是個戰士…能多個戰力當然幫助不小。不過萬一你死了，別期望其他人會為你哀悼。

巴爾和他的名號一模一樣，就像一場無情瘟疫，蹂躪我們的家園。

我們的長老用生命設下結界，暫時擋住邪惡敵人，但是巴爾派軍包圍，我們傷亡慘重。

我的手下幾乎全數陣亡，其他人則是還被困在山裡面。

但是，我發誓我們還沒輸！我們會誓死保護這座聖山！"
20066	"是聖騎士啊！我注意你們很久了。

我還年輕時就考慮過，去庫拉斯特走一趟。可是我當時見識淺薄，保護哈洛加斯、保護亞瑞特山才是我的職責。

我是夸爾凱克，哈洛加斯的資深重裝戰士。

你看來應該是個戰士...能多個戰力當然幫助不小。不過萬一你死了，別期望其他人會為你哀悼。

巴爾和他的名號一模一樣，就像一場無情瘟疫，蹂躪我們的家園。

我們的長老用生命設下結界，暫時擋住邪惡敵人，但是巴爾派軍包圍，我們傷亡慘重。

我的手下幾乎全數陣亡，其他人則是還被困在山裡面。

但是，我發誓我們還沒輸！我們會誓死保護這座聖山！"	"是聖騎士啊！我注意你們很久了。

我還年輕時就考慮過，去庫拉斯特走一趟。可是我當時見識淺薄，保護哈洛加斯、保護亞瑞特山才是我的職責。

我是夸爾凱克，哈洛加斯的資深重裝戰士。

你看來應該是個戰士…能多個戰力當然幫助不小。不過萬一你死了，別期望其他人會為你哀悼。

巴爾和他的名號一模一樣，就像一場無情瘟疫，蹂躪我們的家園。

我們的長老用生命設下結界，暫時擋住邪惡敵人，但是巴爾派軍包圍，我們傷亡慘重。

我的手下幾乎全數陣亡，其他人則是還被困在山裡面。

但是，我發誓我們還沒輸！我們會誓死保護這座聖山！"
